TF	Ligand(Target)	Receptor	Source
44157	DMRT1	GAS6	AXL	CellTalk
44158	DMRT1	BMP1	BMPR2	CellTalk
44159	DMRT1	BMP1	BMPR1A	CellTalk
44160	DMRT1	BMP1	BMPR1B	CellTalk
44161	DMRT1	TIMP2	CD44	CellTalk
44162	DMRT1	TIMP2	ITGB1	CellTalk
44163	DMRT1	TIMP2	ITGA3	CellTalk
44164	DMRT1	NTF3	NTRK1	CellTalk
44165	DMRT1	NTF3	NGFR	CellTalk
44166	DMRT1	NTF3	NTRK2	CellTalk
44167	DMRT1	NTF3	NTRK3	CellTalk
44168	DMRT1	WIF1	RYK	CellTalk
44169	DMRT1	TNFSF11	TNFRSF11A	CellTalk
44170	DMRT1	TNFSF11	TNFRSF11B	CellTalk
44171	DMRT1	TNFSF11	LGR4	CellTalk
44172	DMRT1	EDN2	EDNRB	CellTalk
44173	DMRT1	EDN2	EDNRA	CellTalk
44174	DMRT1	EDN2	KEL	CellTalk
44175	DMRT1	ERBB2	ERBB3	CellChat
44176	DMRT1	ERBB2	ERBB4	CellChat
44177	DMRT1	PDYN	OPRD1	CellTalk
44178	DMRT1	PDYN	OPRK1	CellTalk
44179	DMRT1	PDYN	ADRA2A	CellTalk
44180	DMRT1	PDYN	MTNR1A	CellTalk
44181	DMRT1	PDYN	GRM7	CellTalk
44182	DMRT1	PDYN	OPRM1	CellTalk
44183	DMRT1	TFPI	VLDLR	CellTalk
44184	DMRT1	TFPI	LRP1	CellTalk
44185	DMRT1	TFPI	SDC4	CellTalk
44186	DMRT1	TFPI	F3	CellTalk
44187	DMRT1	SEMA4G	PLXNB2	CellTalk
44188	DMRT1	TNFSF12	TNFRSF25	CellTalk
44189	DMRT1	TNFSF12	TNFRSF12A	CellTalk
44190	DMRT1	TNFSF12	TNFRSF8	CellTalk
44191	DMRT1	BST1	CAV1	CellTalk
44192	DMRT1	DSCAM	DCC	CellTalk
44193	DMRT1	IL11RA	IL6ST	CellChat
44194	DMRT1	CNTN2	CNTNAP2	CellTalk
44195	DMRT1	CNTN2	CNTN1	CellTalk
44196	DMRT1	CNTN2	NRCAM	CellTalk
44197	DMRT1	CNTN2	NRP1	CellTalk
44198	DMRT1	CNTN2	CNTNAP2	CellChat
44199	DMRT1	HSPA4	TLR4	CellTalk
44200	DMRT1	FYN	SPN	CellTalk
44201	DMRT1	FYN	THY1	CellTalk
44202	DMRT1	CALM1	KCNQ3	CellTalk
44203	DMRT1	CALM1	GRM3	CellTalk
44204	DMRT1	CALM1	CALCR	CellTalk
44205	DMRT1	CALM1	GRM4	CellTalk
44206	DMRT1	CALM1	CRHR1	CellTalk
44207	DMRT1	CALM1	GRM7	CellTalk
44208	DMRT1	CALM1	MYLK	CellTalk
44209	DMRT1	CALM1	PDE1A	CellTalk
44210	DMRT1	CALM1	HMMR	CellTalk
44211	DMRT1	CALM1	ADCYAP1R1	CellTalk
44212	DMRT1	CALM1	OPRM1	CellTalk
44213	DMRT1	CALM1	RYR2	CellTalk
44214	DMRT1	CALM1	GLP1R	CellTalk
44215	DMRT1	CALM1	PDE1C	CellTalk
44216	DMRT1	CALM1	TRPC3	CellTalk
44217	DMRT1	CALM1	SCN10A	CellTalk
44218	DMRT1	CALM1	AQP6	CellTalk
44219	DMRT1	CALM1	PTPRA	CellTalk
44220	DMRT1	CALM1	MYLK2	CellTalk
44221	DMRT1	CALM1	SCN4A	CellTalk
44222	DMRT1	CALM1	SCTR	CellTalk
44223	DMRT1	CALM1	KCNQ1	CellTalk
44224	DMRT1	CALM1	SELL	CellTalk
44225	DMRT1	CALM1	PDE1B	CellTalk
44226	DMRT1	CALM1	MIP	CellTalk
44227	DMRT1	CALM1	GLP2R	CellTalk
44228	DMRT1	CALM1	TRPC5	CellTalk
44229	DMRT1	CALM1	KCNN4	CellTalk
44230	DMRT1	CALM1	CACNA1C	CellTalk
44231	DMRT1	CALM1	PTH2R	CellTalk
44232	DMRT1	CALM1	EGFR	CellTalk
44233	DMRT1	CALM1	HTR2C	CellTalk
44234	DMRT1	CALM1	ADCY8	CellTalk
44235	DMRT1	CALM1	INSR	CellTalk
44236	DMRT1	CALM1	GRM5	CellTalk
44237	DMRT1	CALM1	GP6	CellTalk
44238	DMRT1	CALM1	AQP1	CellTalk
44239	DMRT1	CALM1	VIPR1	CellTalk
44240	DMRT1	CALM1	CNGA2	CellTalk
44241	DMRT1	CALM1	KCNQ5	CellTalk
44242	DMRT1	CALM1	FAS	CellTalk
44243	DMRT1	CALM2	KCNQ3	CellTalk
44244	DMRT1	CALM2	EGFR	CellTalk
44245	DMRT1	CALM2	KCNQ5	CellTalk
44246	DMRT1	CALM2	GRM7	CellTalk
44247	DMRT1	CALM2	MYLK	CellTalk
44248	DMRT1	CALM2	PDE1A	CellTalk
44249	DMRT1	CALM2	INSR	CellTalk
44250	DMRT1	CALM2	ADCY8	CellTalk
44251	DMRT1	CALM2	PDE1C	CellTalk
44252	DMRT1	CALM2	GP6	CellTalk
44253	DMRT1	CALM2	SCN10A	CellTalk
44254	DMRT1	CALM2	PLPP6	CellTalk
44255	DMRT1	CALM2	AQP6	CellTalk
44256	DMRT1	CALM2	GRM5	CellTalk
44257	DMRT1	CALM2	MYLK2	CellTalk
44258	DMRT1	CALM2	AQP1	CellTalk
44259	DMRT1	CALM2	SCN4A	CellTalk
44260	DMRT1	CALM2	KCNQ1	CellTalk
44261	DMRT1	CALM2	SELL	CellTalk
44262	DMRT1	CALM2	PDE1B	CellTalk
44263	DMRT1	CALM2	TRPC5	CellTalk
44264	DMRT1	CALM2	CACNA1C	CellTalk
44265	DMRT1	IFNGR1	IFNGR2	CellChat
44266	DMRT1	GNAI2	LPAR3	CellTalk
44267	DMRT1	GNAI2	S1PR5	CellTalk
44268	DMRT1	GNAI2	EDNRA	CellTalk
44269	DMRT1	GNAI2	ADORA1	CellTalk
44270	DMRT1	GNAI2	C5AR1	CellTalk
44271	DMRT1	GNAI2	ADRA2B	CellTalk
44272	DMRT1	GNAI2	F2R	CellTalk
44273	DMRT1	GNAI2	FPR1	CellTalk
44274	DMRT1	GNAI2	S1PR3	CellTalk
44275	DMRT1	GNAI2	OPRM1	CellTalk
44276	DMRT1	GNAI2	UNC5B	CellTalk
44277	DMRT1	GNAI2	CAV1	CellTalk
44278	DMRT1	GNAI2	PTPRU	CellTalk
44279	DMRT1	GNAI2	TBXA2R	CellTalk
44280	DMRT1	GNAI2	CXCR3	CellTalk
44281	DMRT1	GNAI2	EDNRB	CellTalk
44282	DMRT1	GNAI2	CXCR2	CellTalk
44283	DMRT1	GNAI2	DRD2	CellTalk
44284	DMRT1	GNAI2	ADCY7	CellTalk
44285	DMRT1	GNAI2	TSHR	CellTalk
44286	DMRT1	GNAI2	AGTR2	CellTalk
44287	DMRT1	GNAI2	CNR1	CellTalk
44288	DMRT1	GNAI2	OPRD1	CellTalk
44289	DMRT1	GNAI2	S1PR4	CellTalk
44290	DMRT1	GNAI2	MTNR1B	CellTalk
44291	DMRT1	GNAI2	IGF1R	CellTalk
44292	DMRT1	GNAI2	EGFR	CellTalk
44293	DMRT1	GNAI2	ADRA2A	CellTalk
44294	DMRT1	GNAI2	ADCY8	CellTalk
44295	DMRT1	GNAI2	CCR5	CellTalk
44296	DMRT1	GNAI2	ADCY9	CellTalk
44297	DMRT1	GNAI2	LHCGR	CellTalk
44298	DMRT1	GNAI2	CXCR1	CellTalk
44299	DMRT1	GNAI2	ADCY1	CellTalk
44300	DMRT1	GNAI2	MTNR1A	CellTalk
44301	DMRT1	GNAI2	S1PR1	CellTalk
44302	DMRT1	GNAI2	CHRM1	CellTalk
44303	DMRT1	GNAI2	P2RY12	CellTalk
44304	DMRT1	CALM3	KCNQ3	CellTalk
44305	DMRT1	CALM3	KCNQ5	CellTalk
44306	DMRT1	CALM3	ESR1	CellTalk
44307	DMRT1	CALM3	GRM7	CellTalk
44308	DMRT1	CALM3	MYLK	CellTalk
44309	DMRT1	CALM3	PDE1A	CellTalk
44310	DMRT1	CALM3	INSR	CellTalk
44311	DMRT1	CALM3	RYR2	CellTalk
44312	DMRT1	CALM3	PDE1C	CellTalk
44313	DMRT1	CALM3	GP6	CellTalk
44314	DMRT1	CALM3	SCN10A	CellTalk
44315	DMRT1	CALM3	AQP6	CellTalk
44316	DMRT1	CALM3	GRM5	CellTalk
44317	DMRT1	CALM3	MYLK2	CellTalk
44318	DMRT1	CALM3	AR	CellTalk
44319	DMRT1	CALM3	AQP1	CellTalk
44320	DMRT1	CALM3	SCN4A	CellTalk
44321	DMRT1	CALM3	KCNQ1	CellTalk
44322	DMRT1	CALM3	SELL	CellTalk
44323	DMRT1	CALM3	PDE1B	CellTalk
44324	DMRT1	CALM3	TRPC5	CellTalk
44325	DMRT1	CALM3	CACNA1C	CellTalk
44326	DMRT1	CALM3	EGFR	CellTalk
44327	DMRT1	CALM3	ADCY8	CellTalk
44328	DMRT1	HMGB1	SDC1	CellTalk
44329	DMRT1	HMGB1	TLR9	CellTalk
44330	DMRT1	HMGB1	THBD	CellTalk
44331	DMRT1	HMGB1	TLR4	CellTalk
44332	DMRT1	HMGB1	CXCR4	CellTalk
44333	DMRT1	HMGB1	AGER	CellTalk
44334	DMRT1	HMGB1	CD163	CellTalk
44335	DMRT1	HMGB1	TLR2	CellTalk
44336	DMRT1	ITGA3	ITGB1	CellChat
44337	DMRT1	TNFSF4	TNFRSF4	CellTalk
44338	DMRT1	TNFSF4	TRAF2	CellTalk
44339	DMRT1	SEMA4D	ERBB2	CellTalk
44340	DMRT1	SEMA4D	MET	CellTalk
44341	DMRT1	SEMA4D	PLXNB1	CellTalk
44342	DMRT1	SEMA4D	CD72	CellTalk
44343	DMRT1	SEMA4D	PLXNB2	CellTalk
44344	DMRT1	HBEGF	CD44	CellTalk
44345	DMRT1	HBEGF	EGFR	CellTalk
44346	DMRT1	HBEGF	CD9	CellTalk
44347	DMRT1	HBEGF	PRLR	CellTalk
44348	DMRT1	HBEGF	ERBB2	CellTalk
44349	DMRT1	HBEGF	ERBB4	CellTalk
44350	DMRT1	HBEGF	CD82	CellTalk
44351	DMRT1	ITGA5	ITGB1	CellChat
44352	DMRT1	CGN	F11R	CellTalk
44353	DMRT1	CGN	TGFBR2	CellTalk
44354	DMRT1	CGN	OCLN	CellTalk
44355	DMRT1	CGN	TGFBR1	CellTalk
44356	DMRT1	CLCF1	CNTFR	CellTalk
44357	DMRT1	CLCF1	CRLF1	CellTalk
44358	DMRT1	CLCF1	IL6ST	CellTalk
44359	DMRT1	CLCF1	LIFR	CellTalk
44360	DMRT1	HSP90B1	TLR9	CellTalk
44361	DMRT1	HSP90B1	TLR7	CellTalk
44362	DMRT1	HSP90B1	TLR4	CellTalk
44363	DMRT1	HSP90B1	TLR1	CellTalk
44364	DMRT1	HSP90B1	LRP1	CellTalk
44365	DMRT1	HSP90B1	TLR2	CellTalk
44366	DMRT1	HSP90B1	ASGR1	CellTalk
44367	DMRT1	HSP90B1	ERBB2	CellTalk
44368	DMRT1	WNT5B	KLRG2	CellTalk
44369	DMRT1	IL3RA	CSF2RB	CellChat
44370	DMRT1	ITGAE	ITGB7	CellChat
44371	DMRT1	SEMA3G	NRP2	CellTalk
44372	DMRT1	NLGN2	NRXN1	CellTalk
44373	DMRT1	NLGN2	NRXN3	CellTalk
44374	DMRT1	NLGN2	MDGA1	CellTalk
44375	DMRT1	NLGN2	NRXN2	CellTalk
44376	DMRT1	NRG2	ERBB3	CellTalk
44377	DMRT1	NRG2	ERBB2	CellTalk
44378	DMRT1	NRG2	ERBB4	CellTalk
44379	DMRT1	RPH3A	NRXN1	CellTalk
44380	DMRT1	F8	LDLR	CellTalk
44381	DMRT1	F8	LRP1	CellTalk
44382	DMRT1	F8	ASGR2	CellTalk
44383	DMRT1	ADA	DPP4	CellTalk
44384	DMRT1	PTH	ADCYAP1R1	CellTalk
44385	DMRT1	PTH	ADRB2	CellTalk
44386	DMRT1	PTH	GPR84	CellTalk
44387	DMRT1	PTH	PTH1R	CellTalk
44388	DMRT1	PTH	VIPR1	CellTalk
44389	DMRT1	PTH	GPR20	CellTalk
44390	DMRT1	PTH	ADRB3	CellTalk
44391	DMRT1	PTH	TSHR	CellTalk
44392	DMRT1	PTH	RAMP3	CellTalk
44393	DMRT1	PTH	RAMP2	CellTalk
44394	DMRT1	PTH	LRP6	CellTalk
44395	DMRT1	PTH	PTH2R	CellTalk
44396	DMRT1	ADAM9	ITGA3	CellTalk
44397	DMRT1	ADAM9	ITGAV	CellTalk
44398	DMRT1	ADAM9	ITGB5	CellTalk
44399	DMRT1	ADAM9	ITGB1	CellTalk
44400	DMRT1	ADAM9	ITGA6	CellTalk
44401	DMRT1	CORT	SSTR3	CellTalk
44402	DMRT1	CORT	GHSR	CellTalk
44403	DMRT1	CORT	SSTR4	CellTalk
44404	DMRT1	CORT	SSTR1	CellTalk
44405	DMRT1	CORT	ADRA2A	CellTalk
44406	DMRT1	CORT	SSTR5	CellTalk
44407	DMRT1	CORT	MTNR1A	CellTalk
44408	DMRT1	CORT	MRGPRX2	CellTalk
44409	DMRT1	CORT	SSTR2	CellTalk
44410	DMRT1	CORT	GRM7	CellTalk
44411	XRN2	EFNA1	EPHB6	CellTalk
44412	XRN2	EFNA1	EPHA7	CellTalk
44413	XRN2	EFNA1	EPHA10	CellTalk
44414	XRN2	EFNA1	EPHA5	CellTalk
44415	XRN2	EFNA1	EPHB1	CellTalk
44416	XRN2	EFNA1	EPHA6	CellTalk
44417	XRN2	EFNA1	EPHA8	CellTalk
44418	XRN2	EFNA1	EPHA1	CellTalk
44419	XRN2	EFNA1	EPHA4	CellTalk
44420	XRN2	EFNA1	EPHA3	CellTalk
44421	XRN2	EFNA1	EPHA2	CellTalk
44422	XRN2	NCAM1	CACNA1C	CellTalk
44423	XRN2	NCAM1	GFRA1	CellTalk
44424	XRN2	NCAM1	PTPRA	CellTalk
44425	XRN2	NCAM1	FGFR1	CellTalk
44426	XRN2	NCAM1	FGFR2	CellTalk
44427	XRN2	NCAM1	ROBO1	CellTalk
44428	XRN2	IFNAR1	IFNAR2	CellChat
44429	XRN2	GNAS	CRHR1	CellTalk
44430	XRN2	GNAS	GLP1R	CellTalk
44431	XRN2	GNAS	GCGR	CellTalk
44432	XRN2	GNAS	ADCY7	CellTalk
44433	XRN2	GNAS	TSHR	CellTalk
44434	XRN2	GNAS	ADCY8	CellTalk
44435	XRN2	GNAS	HTR6	CellTalk
44436	XRN2	GNAS	PTGIR	CellTalk
44437	XRN2	GNAS	ADCY9	CellTalk
44438	XRN2	GNAS	LHCGR	CellTalk
44439	XRN2	GNAS	ADCY1	CellTalk
44440	XRN2	GNAS	PTGDR	CellTalk
44441	XRN2	GNAS	VIPR1	CellTalk
44442	XRN2	GNAS	ADRB3	CellTalk
44443	XRN2	GNAS	AVPR2	CellTalk
44444	XRN2	GNAS	ADORA1	CellTalk
44445	XRN2	ADM	ADCYAP1R1	CellTalk
44446	XRN2	ADM	TSHR	CellTalk
44447	XRN2	ADM	GPR84	CellTalk
44448	XRN2	ADM	RAMP3	CellTalk
44449	XRN2	ADM	RAMP2	CellTalk
44450	XRN2	ADM	RAMP1	CellTalk
44451	XRN2	ADM	GPR182	CellTalk
44452	XRN2	ADM	ADRB2	CellTalk
44453	XRN2	ADM	PTH1R	CellTalk
44454	XRN2	ADM	VIPR1	CellTalk
44455	XRN2	ADM	ADRB3	CellTalk
44456	XRN2	ADM	CALCR	CellTalk
44457	XRN2	ADM	GPR20	CellTalk
44458	XRN2	ADM	CALCRL	CellTalk
44459	XRN2	THPO	MPL	CellTalk
44460	XRN2	ITGA7	ITGB1	CellChat
44461	XRN2	HLA-E	KLRC2	CellTalk
44462	XRN2	HLA-E	KLRD1	CellTalk
44463	XRN2	HLA-E	KIR3DL1	CellTalk
44464	XRN2	HLA-E	KLRC1	CellTalk
44465	XRN2	HLA-E	KLRK1	CellTalk
44466	XRN2	NRTN	RET	CellTalk
44467	XRN2	NRTN	GFRA2	CellTalk
44468	XRN2	NRTN	GFRA1	CellTalk
44469	XRN2	NRTN	GFRA3	CellTalk
44470	XRN2	IL11RA	IL6ST	CellChat
44471	XRN2	PTCH2	SMO	CellChat
44472	XRN2	ARF4	EGFR	CellTalk
44473	XRN2	PTMA	VIPR1	CellTalk
44474	XRN2	HSPA4	TLR4	CellTalk
44475	XRN2	P4HB	MTTP	CellTalk
44476	XRN2	CALR	MPL	CellTalk
44477	XRN2	CALR	TSHR	CellTalk
44478	XRN2	CALR	ITGA3	CellTalk
44479	XRN2	CALR	LRP1	CellTalk
44480	XRN2	CALR	HLA-F	CellTalk
44481	XRN2	CALR	ITGAV	CellTalk
44482	XRN2	CALR	ITGA2B	CellTalk
44483	XRN2	CALR	SCARF1	CellTalk
44484	XRN2	CALR	MTNR1A	CellTalk
44485	XRN2	CALM1	KCNQ3	CellTalk
44486	XRN2	CALM1	GRM3	CellTalk
44487	XRN2	CALM1	CALCR	CellTalk
44488	XRN2	CALM1	GRM4	CellTalk
44489	XRN2	CALM1	CRHR1	CellTalk
44490	XRN2	CALM1	GRM7	CellTalk
44491	XRN2	CALM1	MYLK	CellTalk
44492	XRN2	CALM1	PDE1A	CellTalk
44493	XRN2	CALM1	HMMR	CellTalk
44494	XRN2	CALM1	ADCYAP1R1	CellTalk
44495	XRN2	CALM1	OPRM1	CellTalk
44496	XRN2	CALM1	RYR2	CellTalk
44497	XRN2	CALM1	GLP1R	CellTalk
44498	XRN2	CALM1	PDE1C	CellTalk
44499	XRN2	CALM1	TRPC3	CellTalk
44500	XRN2	CALM1	SCN10A	CellTalk
44501	XRN2	CALM1	AQP6	CellTalk
44502	XRN2	CALM1	PTPRA	CellTalk
44503	XRN2	CALM1	MYLK2	CellTalk
44504	XRN2	CALM1	SCN4A	CellTalk
44505	XRN2	CALM1	SCTR	CellTalk
44506	XRN2	CALM1	KCNQ1	CellTalk
44507	XRN2	CALM1	SELL	CellTalk
44508	XRN2	CALM1	PDE1B	CellTalk
44509	XRN2	CALM1	MIP	CellTalk
44510	XRN2	CALM1	GLP2R	CellTalk
44511	XRN2	CALM1	TRPC5	CellTalk
44512	XRN2	CALM1	KCNN4	CellTalk
44513	XRN2	CALM1	CACNA1C	CellTalk
44514	XRN2	CALM1	PTH2R	CellTalk
44515	XRN2	CALM1	EGFR	CellTalk
44516	XRN2	CALM1	HTR2C	CellTalk
44517	XRN2	CALM1	ADCY8	CellTalk
44518	XRN2	CALM1	INSR	CellTalk
44519	XRN2	CALM1	GRM5	CellTalk
44520	XRN2	CALM1	GP6	CellTalk
44521	XRN2	CALM1	AQP1	CellTalk
44522	XRN2	CALM1	VIPR1	CellTalk
44523	XRN2	CALM1	CNGA2	CellTalk
44524	XRN2	CALM1	KCNQ5	CellTalk
44525	XRN2	CALM1	FAS	CellTalk
44526	XRN2	CALM2	KCNQ3	CellTalk
44527	XRN2	CALM2	EGFR	CellTalk
44528	XRN2	CALM2	KCNQ5	CellTalk
44529	XRN2	CALM2	GRM7	CellTalk
44530	XRN2	CALM2	MYLK	CellTalk
44531	XRN2	CALM2	PDE1A	CellTalk
44532	XRN2	CALM2	INSR	CellTalk
44533	XRN2	CALM2	ADCY8	CellTalk
44534	XRN2	CALM2	PDE1C	CellTalk
44535	XRN2	CALM2	GP6	CellTalk
44536	XRN2	CALM2	SCN10A	CellTalk
44537	XRN2	CALM2	PLPP6	CellTalk
44538	XRN2	CALM2	AQP6	CellTalk
44539	XRN2	CALM2	GRM5	CellTalk
44540	XRN2	CALM2	MYLK2	CellTalk
44541	XRN2	CALM2	AQP1	CellTalk
44542	XRN2	CALM2	SCN4A	CellTalk
44543	XRN2	CALM2	KCNQ1	CellTalk
44544	XRN2	CALM2	SELL	CellTalk
44545	XRN2	CALM2	PDE1B	CellTalk
44546	XRN2	CALM2	TRPC5	CellTalk
44547	XRN2	CALM2	CACNA1C	CellTalk
44548	XRN2	PKM	CD44	CellTalk
44549	XRN2	SPTAN1	PTPRA	CellTalk
44550	XRN2	CALM3	KCNQ3	CellTalk
44551	XRN2	CALM3	KCNQ5	CellTalk
44552	XRN2	CALM3	ESR1	CellTalk
44553	XRN2	CALM3	GRM7	CellTalk
44554	XRN2	CALM3	MYLK	CellTalk
44555	XRN2	CALM3	PDE1A	CellTalk
44556	XRN2	CALM3	INSR	CellTalk
44557	XRN2	CALM3	RYR2	CellTalk
44558	XRN2	CALM3	PDE1C	CellTalk
44559	XRN2	CALM3	GP6	CellTalk
44560	XRN2	CALM3	SCN10A	CellTalk
44561	XRN2	CALM3	AQP6	CellTalk
44562	XRN2	CALM3	GRM5	CellTalk
44563	XRN2	CALM3	MYLK2	CellTalk
44564	XRN2	CALM3	AR	CellTalk
44565	XRN2	CALM3	AQP1	CellTalk
44566	XRN2	CALM3	SCN4A	CellTalk
44567	XRN2	CALM3	KCNQ1	CellTalk
44568	XRN2	CALM3	SELL	CellTalk
44569	XRN2	CALM3	PDE1B	CellTalk
44570	XRN2	CALM3	TRPC5	CellTalk
44571	XRN2	CALM3	CACNA1C	CellTalk
44572	XRN2	CALM3	EGFR	CellTalk
44573	XRN2	CALM3	ADCY8	CellTalk
44574	XRN2	BSG	SELE	CellTalk
44575	XRN2	LRIG2	EGFR	CellTalk
44576	XRN2	CD55	ADGRE5	CellTalk
44577	XRN2	CD55	ADGRE2	CellTalk
44578	XRN2	CD55	CR1	CellTalk
44579	XRN2	HSP90B1	TLR9	CellTalk
44580	XRN2	HSP90B1	TLR7	CellTalk
44581	XRN2	HSP90B1	TLR4	CellTalk
44582	XRN2	HSP90B1	TLR1	CellTalk
44583	XRN2	HSP90B1	LRP1	CellTalk
44584	XRN2	HSP90B1	TLR2	CellTalk
44585	XRN2	HSP90B1	ASGR1	CellTalk
44586	XRN2	HSP90B1	ERBB2	CellTalk
44587	XRN2	CXCL16	GRM7	CellTalk
44588	XRN2	CXCL16	MTNR1A	CellTalk
44589	XRN2	CXCL16	CXCR6	CellTalk
44590	XRN2	CXCL16	ADRA2A	CellTalk
44591	XRN2	S100A1	TRPM3	CellTalk
44592	XRN2	S100A1	RYR2	CellTalk
44593	XRN2	S100A1	RYR1	CellTalk
44594	XRN2	S100A1	TLR4	CellTalk
44595	XRN2	S100A1	AGER	CellTalk
44596	XRN2	FLT3LG	FLT3	CellTalk
44597	XRN2	B2M	HLA-F	CellTalk
44598	XRN2	B2M	CD1A	CellTalk
44599	XRN2	B2M	CD3D	CellTalk
44600	XRN2	B2M	LILRB1	CellTalk
44601	XRN2	B2M	KIR2DL1	CellTalk
44602	XRN2	B2M	KIR2DL3	CellTalk
44603	XRN2	B2M	TFRC	CellTalk
44604	XRN2	B2M	CD247	CellTalk
44605	XRN2	B2M	CD1B	CellTalk
44606	XRN2	B2M	KLRC2	CellTalk
44607	XRN2	B2M	KLRD1	CellTalk
44608	XRN2	B2M	KIR3DL1	CellTalk
44609	XRN2	B2M	LILRB2	CellTalk
44610	XRN2	B2M	HFE	CellTalk
44611	XRN2	B2M	CD3G	CellTalk
44612	XRN2	B2M	KLRC1	CellTalk
44613	XRN2	CD59	CD2	CellTalk
44614	XRN2	PSPN	GFRA3	CellTalk
44615	XRN2	PSPN	RET	CellTalk
44616	XRN2	PSPN	SDC3	CellTalk
44617	XRN2	PSPN	GFRA2	CellTalk
44618	XRN2	PSPN	GFRA4	CellTalk
44619	XRN2	PSPN	GFRA1	CellTalk
44620	REST	CRH	ADCYAP1R1	CellTalk
44621	REST	CRH	ADRB2	CellTalk
44622	REST	CRH	CRHR2	CellTalk
44623	REST	CRH	GPR84	CellTalk
44624	REST	CRH	PTH1R	CellTalk
44625	REST	CRH	VIPR1	CellTalk
44626	REST	CRH	GPR20	CellTalk
44627	REST	CRH	MC2R	CellTalk
44628	REST	CRH	CRHR1	CellTalk
44629	REST	CRH	ADRB3	CellTalk
44630	REST	CRH	TSHR	CellTalk
44631	REST	CRH	RAMP3	CellTalk
44632	REST	CRH	RAMP2	CellTalk
44633	REST	CNTN1	CNTNAP1	CellChat
44634	REST	CP	SLC40A1	CellTalk
44635	REST	NRG4	ERBB2	CellTalk
44636	REST	NRG4	EGFR	CellTalk
44637	REST	NRG4	ERBB4	CellTalk
44638	REST	PROC	ITGAM	CellTalk
44639	REST	PROC	ITGB2	CellTalk
44640	REST	PROC	THBD	CellTalk
44641	REST	PROC	PROCR	CellTalk
44642	REST	NXPH2	NRXN1	CellTalk
44643	REST	VTN	ITGA5	CellTalk
44644	REST	VTN	ITGA8	CellTalk
44645	REST	VTN	CD47	CellTalk
44646	REST	VTN	ITGAV	CellTalk
44647	REST	VTN	ITGB1	CellTalk
44648	REST	VTN	KDR	CellTalk
44649	REST	VTN	PLAUR	CellTalk
44650	REST	VTN	ITGA2B	CellTalk
44651	REST	VTN	ITGB3	CellTalk
44652	REST	VTN	ITGB6	CellTalk
44653	REST	VTN	TNFRSF11B	CellTalk
44654	REST	VTN	PVR	CellTalk
44655	REST	VTN	ITGB5	CellTalk
44656	REST	VTN	ITGA3	CellTalk
44657	REST	VTN	ITGB8	CellTalk
44658	REST	BTC	ERBB3	CellTalk
44659	REST	BTC	ERBB2	CellTalk
44660	REST	BTC	EGFR	CellTalk
44661	REST	BTC	ERBB4	CellTalk
44662	REST	PRND	RPSA	CellTalk
44663	REST	ACVR1	ACVR2A	CellChat
44664	REST	ACVR1	ACVR2B	CellChat
44665	REST	ACVR1	BMPR2	CellChat
44666	REST	ACVR1	TGFBR1	CellChat
44667	REST	IL21	IL21R	CellTalk
44668	REST	IL21	IL2RG	CellTalk
44669	REST	ST6GAL1	EGFR	CellTalk
44670	REST	ST6GAL1	CD22	CellTalk
44671	REST	EFNA5	EPHB6	CellTalk
44672	REST	EFNA5	EPHA7	CellTalk
44673	REST	EFNA5	EPHA10	CellTalk
44674	REST	EFNA5	EPHA3	CellTalk
44675	REST	EFNA5	EPHA5	CellTalk
44676	REST	EFNA5	EPHB1	CellTalk
44677	REST	EFNA5	EPHB2	CellTalk
44678	REST	EFNA5	EPHA6	CellTalk
44679	REST	EFNA5	EPHA2	CellTalk
44680	REST	EFNA5	EPHA8	CellTalk
44681	REST	EFNA5	EPHA1	CellTalk
44682	REST	EFNA5	EPHA4	CellTalk
44683	REST	JAG1	CD46	CellTalk
44684	REST	JAG1	NOTCH4	CellTalk
44685	REST	JAG1	NOTCH1	CellTalk
44686	REST	JAG1	NOTCH2	CellTalk
44687	REST	JAG1	NOTCH3	CellTalk
44688	REST	TGM2	ITGA4	CellTalk
44689	REST	TGM2	ITGB1	CellTalk
44690	REST	TGM2	ITGB3	CellTalk
44691	REST	TGM2	SDC4	CellTalk
44692	REST	TGM2	TBXA2R	CellTalk
44693	REST	TGM2	ADGRG1	CellTalk
44694	REST	TGM2	ITGA9	CellTalk
44695	REST	COL18A1	ITGB1	CellTalk
44696	REST	COL18A1	ITGB3	CellTalk
44697	REST	COL18A1	GPC4	CellTalk
44698	REST	COL18A1	ITGA3	CellTalk
44699	REST	COL18A1	KDR	CellTalk
44700	REST	COL18A1	GPC1	CellTalk
44701	REST	COL18A1	ITGA5	CellTalk
44702	REST	COL18A1	ITGB5	CellTalk
44703	REST	SORBS1	ITGA1	CellTalk
44704	REST	SORBS1	ITGB5	CellTalk
44705	REST	SORBS1	INSR	CellTalk
44706	REST	JAG2	NOTCH4	CellTalk
44707	REST	JAG2	NOTCH2	CellTalk
44708	REST	JAG2	NOTCH3	CellTalk
44709	REST	JAG2	NOTCH1	CellTalk
44710	REST	SYK	LAT	CellTalk
44711	REST	SYK	FCGR2A	CellTalk
44712	REST	LAMC3	ITGA6	CellTalk
44713	REST	LAMC3	ITGB1	CellTalk
44714	REST	LAMC3	ITGA3	CellTalk
44715	REST	LAMC3	ITGB4	CellTalk
