TF	Ligand(Target)	Receptor	Source
43603	MYCN	C4B	CR1	CellTalk
43604	MYCN	C4A	C5AR2	CellTalk
43605	MYCN	C4A	C3AR1	CellTalk
43606	MYCN	C4A	CR1	CellTalk
43607	MYCN	RAET1E	KLRK1	CellTalk
43608	MYCN	INHBE	ACVR2B	CellTalk
43609	MYCN	INHBE	ACVR2A	CellTalk
43610	TCF7	LTBP3	ITGB5	CellTalk
43611	TCF7	LIPC	LRP1	CellTalk
43612	TCF7	JAG2	NOTCH4	CellTalk
43613	TCF7	JAG2	NOTCH2	CellTalk
43614	TCF7	JAG2	NOTCH3	CellTalk
43615	TCF7	JAG2	NOTCH1	CellTalk
43616	TCF7	SYK	LAT	CellTalk
43617	TCF7	SYK	FCGR2A	CellTalk
43618	TCF7	LAMC3	ITGA6	CellTalk
43619	TCF7	LAMC3	ITGB1	CellTalk
43620	TCF7	LAMC3	ITGA3	CellTalk
43621	TCF7	LAMC3	ITGB4	CellTalk
43622	TCF7	LAMC3	ITGA2	CellTalk
43623	TCF7	ITGA9	ITGB1	CellChat
43624	TCF7	SEMA7A	ITGB1	CellTalk
43625	TCF7	SEMA7A	ITGA1	CellTalk
43626	TCF7	SEMA7A	PLXNC1	CellTalk
43627	TCF7	PDGFB	LRP1	CellTalk
43628	TCF7	PDGFB	ART1	CellTalk
43629	TCF7	PDGFB	PDGFRA	CellTalk
43630	TCF7	PDGFB	ITGAV	CellTalk
43631	TCF7	PDGFB	PDGFRB	CellTalk
43632	TCF7	PDGFB	S1PR1	CellTalk
43633	TCF7	IL16	GRIN2B	CellTalk
43634	TCF7	IL16	KCNJ4	CellTalk
43635	TCF7	IL16	KCNJ15	CellTalk
43636	TCF7	IL16	KCNA3	CellTalk
43637	TCF7	IL16	KCNJ10	CellTalk
43638	TCF7	IL16	KCND2	CellTalk
43639	TCF7	IL16	GRIN2A	CellTalk
43640	TCF7	IL16	CD4	CellTalk
43641	TCF7	IL16	KCND1	CellTalk
43642	TCF7	IL16	GRIN2D	CellTalk
43643	TCF7	IL16	CCR5	CellTalk
43644	TCF7	IL16	GRIN2C	CellTalk
43645	TCF7	LAMC1	ITGA6	CellTalk
43646	TCF7	LAMC1	ITGA1	CellTalk
43647	TCF7	LAMC1	ITGA7	CellTalk
43648	TCF7	LAMC1	ITGAV	CellTalk
43649	TCF7	LAMC1	ITGB1	CellTalk
43650	TCF7	LAMC1	ITGA2	CellTalk
43651	TCF7	LAMC1	ITGA3	CellTalk
43652	TCF7	LAMC1	ITGB4	CellTalk
43653	TCF7	CUBN	LRP2	CellTalk
43654	TCF7	APOA1	ABCA1	CellTalk
43655	TCF7	APOA1	LRP2	CellTalk
43656	TCF7	APOA1	LDLR	CellTalk
43657	TCF7	APOA1	LRP1	CellTalk
43658	TCF7	GNAS	CRHR1	CellTalk
43659	TCF7	GNAS	GLP1R	CellTalk
43660	TCF7	GNAS	GCGR	CellTalk
43661	TCF7	GNAS	ADCY7	CellTalk
43662	TCF7	GNAS	TSHR	CellTalk
43663	TCF7	GNAS	ADCY8	CellTalk
43664	TCF7	GNAS	HTR6	CellTalk
43665	TCF7	GNAS	PTGIR	CellTalk
43666	TCF7	GNAS	ADCY9	CellTalk
43667	TCF7	GNAS	LHCGR	CellTalk
43668	TCF7	GNAS	ADCY1	CellTalk
43669	TCF7	GNAS	PTGDR	CellTalk
43670	TCF7	GNAS	VIPR1	CellTalk
43671	TCF7	GNAS	ADRB3	CellTalk
43672	TCF7	GNAS	AVPR2	CellTalk
43673	TCF7	GNAS	ADORA1	CellTalk
43674	TCF7	BCAN	NRCAM	CellTalk
43675	TCF7	BCAN	EGFR	CellTalk
43676	TCF7	SEMA6A	PLXNA4	CellTalk
43677	TCF7	SEMA6A	PLXNA2	CellTalk
43678	TCF7	FGF3	FGFR2	CellTalk
43679	TCF7	FGF3	FGFR1	CellTalk
43680	TCF7	FGF3	FGFR3	CellTalk
43681	TCF7	FGF3	FGFR4	CellTalk
43682	TCF7	FGF19	FGFR2	CellTalk
43683	TCF7	FGF19	FGFR1	CellTalk
43684	TCF7	FGF19	FGFR3	CellTalk
43685	TCF7	FGF19	KLB	CellTalk
43686	TCF7	FGF19	FGFR4	CellTalk
43687	TCF7	WNT6	FZD4	CellTalk
43688	TCF7	NTNG2	LRRC4	CellTalk
43689	TCF7	NTNG2	LRRC4C	CellTalk
43690	TCF7	IL6R	IL6ST	CellChat
43691	TCF7	GSTP1	TRAF2	CellTalk
43692	TCF7	GSTP1	EGFR	CellTalk
43693	TCF7	AGTRAP	RACK1	CellTalk
43694	TCF7	MFGE8	ITGB3	CellTalk
43695	TCF7	MFGE8	ITGAV	CellTalk
43696	TCF7	MFGE8	PDGFRB	CellTalk
43697	TCF7	TNFSF12	TNFRSF25	CellTalk
43698	TCF7	TNFSF12	TNFRSF12A	CellTalk
43699	TCF7	TNFSF12	TNFRSF8	CellTalk
43700	TCF7	APOE	LRP6	CellTalk
43701	TCF7	APOE	LRP2	CellTalk
43702	TCF7	APOE	VLDLR	CellTalk
43703	TCF7	APOE	LDLR	CellTalk
43704	TCF7	APOE	LRP5	CellTalk
43705	TCF7	APOE	CHRNA4	CellTalk
43706	TCF7	APOE	TREM2	CellTalk
43707	TCF7	APOE	LSR	CellTalk
43708	TCF7	APOE	SORL1	CellTalk
43709	TCF7	APOE	ABCA1	CellTalk
43710	TCF7	APOE	SCARB1	CellTalk
43711	TCF7	APOE	SDC2	CellTalk
43712	TCF7	APOE	LRP8	CellTalk
43713	TCF7	APOE	LRP4	CellTalk
43714	TCF7	APOE	LRP1	CellTalk
43715	TCF7	SEMA3B	NRP1	CellTalk
43716	TCF7	SEMA3B	NRP2	CellTalk
43717	TCF7	LIF	LIFR	CellTalk
43718	TCF7	LIF	IL6ST	CellTalk
43719	TCF7	PTCH1	SMO	CellChat
43720	TCF7	GNAI2	LPAR3	CellTalk
43721	TCF7	GNAI2	S1PR5	CellTalk
43722	TCF7	GNAI2	EDNRA	CellTalk
43723	TCF7	GNAI2	ADORA1	CellTalk
43724	TCF7	GNAI2	C5AR1	CellTalk
43725	TCF7	GNAI2	ADRA2B	CellTalk
43726	TCF7	GNAI2	F2R	CellTalk
43727	TCF7	GNAI2	FPR1	CellTalk
43728	TCF7	GNAI2	S1PR3	CellTalk
43729	TCF7	GNAI2	OPRM1	CellTalk
43730	TCF7	GNAI2	UNC5B	CellTalk
43731	TCF7	GNAI2	CAV1	CellTalk
43732	TCF7	GNAI2	PTPRU	CellTalk
43733	TCF7	GNAI2	TBXA2R	CellTalk
43734	TCF7	GNAI2	CXCR3	CellTalk
43735	TCF7	GNAI2	EDNRB	CellTalk
43736	TCF7	GNAI2	CXCR2	CellTalk
43737	TCF7	GNAI2	DRD2	CellTalk
43738	TCF7	GNAI2	ADCY7	CellTalk
43739	TCF7	GNAI2	TSHR	CellTalk
43740	TCF7	GNAI2	AGTR2	CellTalk
43741	TCF7	GNAI2	CNR1	CellTalk
43742	TCF7	GNAI2	OPRD1	CellTalk
43743	TCF7	GNAI2	S1PR4	CellTalk
43744	TCF7	GNAI2	MTNR1B	CellTalk
43745	TCF7	GNAI2	IGF1R	CellTalk
43746	TCF7	GNAI2	EGFR	CellTalk
43747	TCF7	GNAI2	ADRA2A	CellTalk
43748	TCF7	GNAI2	ADCY8	CellTalk
43749	TCF7	GNAI2	CCR5	CellTalk
43750	TCF7	GNAI2	ADCY9	CellTalk
43751	TCF7	GNAI2	LHCGR	CellTalk
43752	TCF7	GNAI2	CXCR1	CellTalk
43753	TCF7	GNAI2	ADCY1	CellTalk
43754	TCF7	GNAI2	MTNR1A	CellTalk
43755	TCF7	GNAI2	S1PR1	CellTalk
43756	TCF7	GNAI2	CHRM1	CellTalk
43757	TCF7	GNAI2	P2RY12	CellTalk
43758	TCF7	ADAM15	ITGB1	CellTalk
43759	TCF7	ADAM15	ITGB3	CellTalk
43760	TCF7	ADAM15	ITGAV	CellTalk
43761	TCF7	ADAM15	ITGA9	CellTalk
43762	TCF7	ADAM15	ITGA5	CellTalk
43763	TCF7	SEMA4D	ERBB2	CellTalk
43764	TCF7	SEMA4D	MET	CellTalk
43765	TCF7	SEMA4D	PLXNB1	CellTalk
43766	TCF7	SEMA4D	CD72	CellTalk
43767	TCF7	SEMA4D	PLXNB2	CellTalk
43768	TCF7	PTH2	PTH1R	CellTalk
43769	TCF7	PTH2	ADCYAP1R1	CellTalk
43770	TCF7	PTH2	TSHR	CellTalk
43771	TCF7	PTH2	GPR20	CellTalk
43772	TCF7	PTH2	GPR84	CellTalk
43773	TCF7	PTH2	ADRB2	CellTalk
43774	TCF7	PTH2	ADRB3	CellTalk
43775	TCF7	PTH2	VIPR1	CellTalk
43776	TCF7	PTH2	PTH2R	CellTalk
43777	TCF7	PTH2	RAMP3	CellTalk
43778	TCF7	PTH2	RAMP2	CellTalk
43779	TCF7	CKLF	CCR4	CellTalk
43780	TCF7	CKLF	LRP6	CellTalk
43781	TCF7	WNT5B	KLRG2	CellTalk
43782	TCF7	ARF1	CHRM3	CellTalk
43783	TCF7	ARF1	PLD2	CellTalk
43784	TCF7	ARF1	INSR	CellTalk
43785	TCF7	LAMB2	ITGA3	CellTalk
43786	TCF7	LAMB2	ITGB4	CellTalk
43787	TCF7	LAMB2	RPSA	CellTalk
43788	TCF7	LAMB2	ITGB1	CellTalk
43789	TCF7	COLQ	MUSK	CellTalk
43790	TCF7	CD34	SELL	CellTalk
43791	TCF7	CD34	SELP	CellTalk
43792	TCF7	BMP8A	BMPR2	CellTalk
43793	TCF7	BMP8A	BMPR1A	CellTalk
43794	TCF7	BMP8A	BMPR1B	CellTalk
43795	TCF7	SEMA3G	NRP2	CellTalk
43796	TCF7	EFNA4	EPHA5	CellTalk
43797	TCF7	EFNA4	EPHA8	CellTalk
43798	TCF7	EFNA4	EPHA1	CellTalk
43799	TCF7	EFNA4	EPHA4	CellTalk
43800	TCF7	EFNA4	EPHA3	CellTalk
43801	TCF7	EFNA4	EPHA2	CellTalk
43802	TCF7	EFNA4	EPHA7	CellTalk
43803	TCF7	EFNA4	EPHA10	CellTalk
43804	TCF7	EFNA4	EPHA6	CellTalk
43805	TCF7	IL21R	IL2RG	CellChat
43806	TCF7	PODXL2	SELL	CellTalk
43807	TCF7	NLGN2	NRXN1	CellTalk
43808	TCF7	NLGN2	NRXN3	CellTalk
43809	TCF7	NLGN2	MDGA1	CellTalk
43810	TCF7	NLGN2	NRXN2	CellTalk
43811	TCF7	EFNA2	EPHA7	CellTalk
43812	TCF7	EFNA2	EPHA10	CellTalk
43813	TCF7	EFNA2	EPHA3	CellTalk
43814	TCF7	EFNA2	EPHA1	CellTalk
43815	TCF7	EFNA2	EPHA5	CellTalk
43816	TCF7	EFNA2	EPHA4	CellTalk
43817	TCF7	EFNA2	EPHA6	CellTalk
43818	TCF7	EFNA2	EPHA2	CellTalk
43819	TCF7	EFNA2	EPHA8	CellTalk
43820	TCF7	GSTM2	RYR2	CellTalk
43821	TCF7	LGALS8	ITGA3	CellTalk
43822	TCF7	F12	GP1BA	CellTalk
43823	TCF7	F12	CD93	CellTalk
43824	TCF7	VEGFB	RET	CellTalk
43825	TCF7	VEGFB	NRP1	CellTalk
43826	TCF7	VEGFB	FLT1	CellTalk
43827	TBP	LTBP3	ITGB5	CellTalk
43828	TBP	EFNA1	EPHB6	CellTalk
43829	TBP	EFNA1	EPHA7	CellTalk
43830	TBP	EFNA1	EPHA10	CellTalk
43831	TBP	EFNA1	EPHA5	CellTalk
43832	TBP	EFNA1	EPHB1	CellTalk
43833	TBP	EFNA1	EPHA6	CellTalk
43834	TBP	EFNA1	EPHA8	CellTalk
43835	TBP	EFNA1	EPHA1	CellTalk
43836	TBP	EFNA1	EPHA4	CellTalk
43837	TBP	EFNA1	EPHA3	CellTalk
43838	TBP	EFNA1	EPHA2	CellTalk
43839	TBP	SORBS1	ITGA1	CellTalk
43840	TBP	SORBS1	ITGB5	CellTalk
43841	TBP	SORBS1	INSR	CellTalk
43842	TBP	VEGFA	ITGAV	CellTalk
43843	TBP	VEGFA	TYRO3	CellTalk
43844	TBP	VEGFA	KDR	CellTalk
43845	TBP	VEGFA	GPC1	CellTalk
43846	TBP	VEGFA	ITGA9	CellTalk
43847	TBP	VEGFA	NRP1	CellTalk
43848	TBP	VEGFA	EGFR	CellTalk
43849	TBP	VEGFA	FLT1	CellTalk
43850	TBP	VEGFA	RET	CellTalk
43851	TBP	VEGFA	NRP2	CellTalk
43852	TBP	VEGFA	EPHB2	CellTalk
43853	TBP	VEGFA	ITGB1	CellTalk
43854	TBP	VEGFA	SIRPA	CellTalk
43855	TBP	VEGFA	ITGB3	CellTalk
43856	TBP	VEGFA	GRIN2B	CellTalk
43857	TBP	GNAS	CRHR1	CellTalk
43858	TBP	GNAS	GLP1R	CellTalk
43859	TBP	GNAS	GCGR	CellTalk
43860	TBP	GNAS	ADCY7	CellTalk
43861	TBP	GNAS	TSHR	CellTalk
43862	TBP	GNAS	ADCY8	CellTalk
43863	TBP	GNAS	HTR6	CellTalk
43864	TBP	GNAS	PTGIR	CellTalk
43865	TBP	GNAS	ADCY9	CellTalk
43866	TBP	GNAS	LHCGR	CellTalk
43867	TBP	GNAS	ADCY1	CellTalk
43868	TBP	GNAS	PTGDR	CellTalk
43869	TBP	GNAS	VIPR1	CellTalk
43870	TBP	GNAS	ADRB3	CellTalk
43871	TBP	GNAS	AVPR2	CellTalk
43872	TBP	GNAS	ADORA1	CellTalk
43873	TBP	SLIT2	GPC1	CellTalk
43874	TBP	SLIT2	ROBO4	CellTalk
43875	TBP	SLIT2	SDC1	CellTalk
43876	TBP	SLIT2	DCC	CellTalk
43877	TBP	SLIT2	ROBO2	CellTalk
43878	TBP	SLIT2	ROBO1	CellTalk
43879	TBP	BDNF	NGFR	CellTalk
43880	TBP	BDNF	DRD4	CellTalk
43881	TBP	BDNF	SORT1	CellTalk
43882	TBP	BDNF	NTRK2	CellTalk
43883	TBP	BDNF	BEX3	CellTalk
43884	TBP	COL4A1	ITGB1	CellTalk
43885	TBP	COL4A1	ITGB8	CellTalk
43886	TBP	COL4A1	CD93	CellTalk
43887	TBP	COL4A1	ITGAV	CellTalk
43888	TBP	COL4A1	ITGA1	CellTalk
43889	TBP	COL4A1	ITGA2	CellTalk
43890	TBP	COL4A1	CD47	CellTalk
43891	TBP	COL4A2	ITGB3	CellTalk
43892	TBP	COL4A2	CD93	CellTalk
43893	TBP	COL4A2	ITGB5	CellTalk
43894	TBP	GSTP1	TRAF2	CellTalk
43895	TBP	GSTP1	EGFR	CellTalk
43896	TBP	APOA2	LDLR	CellTalk
43897	TBP	APOA2	LRP1	CellTalk
43898	TBP	APOA2	LRP2	CellTalk
43899	TBP	PLTP	ABCA1	CellTalk
43900	TBP	PTMA	VIPR1	CellTalk
43901	TBP	PTCH1	SMO	CellChat
43902	TBP	VIM	CD44	CellTalk
43903	TBP	PKM	CD44	CellTalk
43904	TBP	GRN	TNFRSF1A	CellTalk
43905	TBP	GRN	EGFR	CellTalk
43906	TBP	GRN	SORT1	CellTalk
43907	TBP	GRN	TNFRSF1B	CellTalk
43908	TBP	GRN	CLEC4M	CellTalk
43909	TBP	IL23A	IL12RB1	CellTalk
43910	TBP	IL23A	IL12RB2	CellTalk
43911	TBP	IL23A	IL23R	CellTalk
43912	TBP	TNFSF13	TNFRSF14	CellTalk
43913	TBP	TNFSF13	FAS	CellTalk
43914	TBP	TNFSF13	TNFRSF17	CellTalk
43915	TBP	TNFSF13	TNFRSF1A	CellTalk
43916	TBP	TNFSF13	TNFRSF13B	CellTalk
43917	TBP	TNFSF13	TNFRSF11B	CellTalk
43918	TBP	TNFSF13	SDC2	CellTalk
43919	TBP	ARPC5	ADRB2	CellTalk
43920	TBP	ARPC5	LDLR	CellTalk
43921	TBP	ARPC5	LRP2	CellTalk
43922	TBP	GDF9	BMPR1B	CellTalk
43923	TBP	GDF9	ACVR2A	CellTalk
43924	TBP	GDF9	BMPR1A	CellTalk
43925	TBP	GDF9	BMPR2	CellTalk
43926	TBP	GDF9	TGFBR1	CellTalk
43927	TBP	PTPN6	CD300LF	CellTalk
43928	TBP	PTPN6	FCRL4	CellTalk
43929	TBP	PTPN6	CLEC12A	CellTalk
43930	TBP	IFNA13	IFNAR1	CellTalk
43931	TBP	IFNA13	IFNAR2	CellTalk
43932	TBP	MADCAM1	ITGA4	CellTalk
43933	TBP	MADCAM1	CD44	CellTalk
43934	TBP	MADCAM1	ITGB7	CellTalk
43935	TBP	CD74	CD44	CellChat
43936	TBP	CD74	CXCR2	CellChat
43937	TBP	CD74	CXCR4	CellChat
43938	TBP	HRAS	AGTR1	CellTalk
43939	TBP	HRAS	TLR2	CellTalk
43940	TBP	HRAS	GRIN2D	CellTalk
43941	TBP	HRAS	INSR	CellTalk
43942	TBP	HRAS	SDC2	CellTalk
43943	TBP	HRAS	CAV1	CellTalk
43944	TBP	HRAS	TLR9	CellTalk
43945	TBP	ANG	EGFR	CellTalk
43946	TBP	AGRP	MC4R	CellTalk
43947	TBP	AGRP	MC5R	CellTalk
43948	TBP	AGRP	SDC3	CellTalk
43949	TBP	AGRP	MC3R	CellTalk
43950	TBP	S100A1	TRPM3	CellTalk
43951	TBP	S100A1	RYR2	CellTalk
43952	TBP	S100A1	RYR1	CellTalk
43953	TBP	S100A1	TLR4	CellTalk
43954	TBP	S100A1	AGER	CellTalk
43955	TBP	LGALS8	ITGA3	CellTalk
43956	TBP	FLT3LG	FLT3	CellTalk
43957	DMRT1	COL6A3	ITGB1	CellTalk
43958	DMRT1	COL6A3	ITGA2	CellTalk
43959	DMRT1	COL6A3	ITGA1	CellTalk
43960	DMRT1	NRG4	ERBB2	CellTalk
43961	DMRT1	NRG4	EGFR	CellTalk
43962	DMRT1	NRG4	ERBB4	CellTalk
43963	DMRT1	PLG	ITGAM	CellTalk
43964	DMRT1	PLG	ITGB1	CellTalk
43965	DMRT1	PLG	PLAUR	CellTalk
43966	DMRT1	PLG	ITGB2	CellTalk
43967	DMRT1	PLG	F2R	CellTalk
43968	DMRT1	PLG	IGF2R	CellTalk
43969	DMRT1	PLG	F3	CellTalk
43970	DMRT1	PLG	PLGRKT	CellTalk
43971	DMRT1	PLG	ITGA9	CellTalk
43972	DMRT1	PLG	FLT1	CellTalk
43973	DMRT1	PLG	F2RL1	CellTalk
43974	DMRT1	ST6GAL1	EGFR	CellTalk
43975	DMRT1	ST6GAL1	CD22	CellTalk
43976	DMRT1	EFNA5	EPHB6	CellTalk
43977	DMRT1	EFNA5	EPHA7	CellTalk
43978	DMRT1	EFNA5	EPHA10	CellTalk
43979	DMRT1	EFNA5	EPHA3	CellTalk
43980	DMRT1	EFNA5	EPHA5	CellTalk
43981	DMRT1	EFNA5	EPHB1	CellTalk
43982	DMRT1	EFNA5	EPHB2	CellTalk
43983	DMRT1	EFNA5	EPHA6	CellTalk
43984	DMRT1	EFNA5	EPHA2	CellTalk
43985	DMRT1	EFNA5	EPHA8	CellTalk
43986	DMRT1	EFNA5	EPHA1	CellTalk
43987	DMRT1	EFNA5	EPHA4	CellTalk
43988	DMRT1	SLIT3	ROBO2	CellTalk
43989	DMRT1	SLIT3	ROBO1	CellTalk
43990	DMRT1	TGM2	ITGA4	CellTalk
43991	DMRT1	TGM2	ITGB1	CellTalk
43992	DMRT1	TGM2	ITGB3	CellTalk
43993	DMRT1	TGM2	SDC4	CellTalk
43994	DMRT1	TGM2	TBXA2R	CellTalk
43995	DMRT1	TGM2	ADGRG1	CellTalk
43996	DMRT1	TGM2	ITGA9	CellTalk
43997	DMRT1	HSPG2	SDC1	CellTalk
43998	DMRT1	HSPG2	ITGB1	CellTalk
43999	DMRT1	HSPG2	COL13A1	CellTalk
44000	DMRT1	HSPG2	FGFR1	CellTalk
44001	DMRT1	HSPG2	LRP1	CellTalk
44002	DMRT1	HSPG2	LRP2	CellTalk
44003	DMRT1	HSPG2	ITGA2	CellTalk
44004	DMRT1	HSPG2	PTPRS	CellTalk
44005	DMRT1	NCAM1	CACNA1C	CellTalk
44006	DMRT1	NCAM1	GFRA1	CellTalk
44007	DMRT1	NCAM1	PTPRA	CellTalk
44008	DMRT1	NCAM1	FGFR1	CellTalk
44009	DMRT1	NCAM1	FGFR2	CellTalk
44010	DMRT1	NCAM1	ROBO1	CellTalk
44011	DMRT1	PDGFA	PDGFRA	CellTalk
44012	DMRT1	PDGFA	PDGFRB	CellTalk
44013	DMRT1	ICOSLG	ICOS	CellTalk
44014	DMRT1	VWF	SCARA5	CellTalk
44015	DMRT1	VWF	ITGA2B	CellTalk
44016	DMRT1	VWF	ITGB3	CellTalk
44017	DMRT1	VWF	STAB2	CellTalk
44018	DMRT1	VWF	SELP	CellTalk
44019	DMRT1	VWF	SIRPA	CellTalk
44020	DMRT1	VWF	TNFRSF11B	CellTalk
44021	DMRT1	VWF	GP1BA	CellTalk
44022	DMRT1	VWF	LRP1	CellTalk
44023	DMRT1	APP	VLDLR	CellTalk
44024	DMRT1	APP	MTNR1A	CellTalk
44025	DMRT1	APP	FPR2	CellTalk
44026	DMRT1	APP	GRM7	CellTalk
44027	DMRT1	APP	LRP10	CellTalk
44028	DMRT1	APP	PLD1	CellTalk
44029	DMRT1	APP	TSPAN15	CellTalk
44030	DMRT1	APP	DCC	CellTalk
44031	DMRT1	APP	CAV1	CellTalk
44032	DMRT1	APP	RPSA	CellTalk
44033	DMRT1	APP	TNFRSF21	CellTalk
44034	DMRT1	APP	NCSTN	CellTalk
44035	DMRT1	APP	AGER	CellTalk
44036	DMRT1	APP	CD74	CellTalk
44037	DMRT1	APP	NGFR	CellTalk
44038	DMRT1	APP	APLP1	CellTalk
44039	DMRT1	APP	TSPAN12	CellTalk
44040	DMRT1	APP	LRP1	CellTalk
44041	DMRT1	APP	PTGER2	CellTalk
44042	DMRT1	APP	NOTCH2	CellTalk
44043	DMRT1	APP	SORL1	CellTalk
44044	DMRT1	APP	LRP6	CellTalk
44045	DMRT1	APP	APLP2	CellTalk
44046	DMRT1	APP	GPC1	CellTalk
44047	DMRT1	APP	ADRA2A	CellTalk
44048	DMRT1	FZD6	LRP5	CellChat
44049	DMRT1	FZD6	LRP6	CellChat
44050	DMRT1	MFNG	NOTCH2	CellTalk
44051	DMRT1	MFNG	NOTCH1	CellTalk
44052	DMRT1	PTPN11	FCRL4	CellTalk
44053	DMRT1	TGFBR1	ACVR2A	CellChat
44054	DMRT1	TGFBR1	ACVR2B	CellChat
44055	DMRT1	TGFBR1	TGFBR2	CellChat
44056	DMRT1	INHBB	ACVR2B	CellTalk
44057	DMRT1	INHBB	SMAD3	CellTalk
44058	DMRT1	INHBB	ACVR1B	CellTalk
44059	DMRT1	INHBB	ACVR2A	CellTalk
44060	DMRT1	INHBB	ACVR1C	CellTalk
44061	DMRT1	INHBB	ACVR1	CellTalk
44062	DMRT1	GNAS	CRHR1	CellTalk
44063	DMRT1	GNAS	GLP1R	CellTalk
44064	DMRT1	GNAS	GCGR	CellTalk
44065	DMRT1	GNAS	ADCY7	CellTalk
44066	DMRT1	GNAS	TSHR	CellTalk
44067	DMRT1	GNAS	ADCY8	CellTalk
44068	DMRT1	GNAS	HTR6	CellTalk
44069	DMRT1	GNAS	PTGIR	CellTalk
44070	DMRT1	GNAS	ADCY9	CellTalk
44071	DMRT1	GNAS	LHCGR	CellTalk
44072	DMRT1	GNAS	ADCY1	CellTalk
44073	DMRT1	GNAS	PTGDR	CellTalk
44074	DMRT1	GNAS	VIPR1	CellTalk
44075	DMRT1	GNAS	ADRB3	CellTalk
44076	DMRT1	GNAS	AVPR2	CellTalk
44077	DMRT1	GNAS	ADORA1	CellTalk
44078	DMRT1	WNT4	FZD8	CellTalk
44079	DMRT1	WNT4	FZD2	CellTalk
44080	DMRT1	WNT4	FZD6	CellTalk
44081	DMRT1	WNT4	SMO	CellTalk
44082	DMRT1	WNT4	NOTCH1	CellTalk
44083	DMRT1	WNT4	FZD1	CellTalk
44084	DMRT1	WNT7B	FZD4	CellTalk
44085	DMRT1	WNT7B	TMED5	CellTalk
44086	DMRT1	WNT7B	FZD10	CellTalk
44087	DMRT1	WNT7B	FZD1	CellTalk
44088	DMRT1	WNT7B	LRP5	CellTalk
44089	DMRT1	EFNA3	EPHB6	CellTalk
44090	DMRT1	EFNA3	EPHA7	CellTalk
44091	DMRT1	EFNA3	EPHA10	CellTalk
44092	DMRT1	EFNA3	EPHA5	CellTalk
44093	DMRT1	EFNA3	EPHB1	CellTalk
44094	DMRT1	EFNA3	EPHA6	CellTalk
44095	DMRT1	EFNA3	EPHA8	CellTalk
44096	DMRT1	EFNA3	EPHA1	CellTalk
44097	DMRT1	EFNA3	EPHA4	CellTalk
44098	DMRT1	EFNA3	EPHA3	CellTalk
44099	DMRT1	EFNA3	EPHA2	CellTalk
44100	DMRT1	SEMA5A	PLXNB3	CellTalk
44101	DMRT1	SEMA5A	MET	CellTalk
44102	DMRT1	IGF2	IGF1R	CellTalk
44103	DMRT1	IGF2	INSR	CellTalk
44104	DMRT1	IGF2	IGF2R	CellTalk
44105	DMRT1	WNT5A	PTK7	CellTalk
44106	DMRT1	WNT5A	LDLR	CellTalk
44107	DMRT1	WNT5A	LRP5	CellTalk
44108	DMRT1	WNT5A	EPHA7	CellTalk
44109	DMRT1	WNT5A	FZD5	CellTalk
44110	DMRT1	WNT5A	ROR1	CellTalk
44111	DMRT1	WNT5A	VANGL2	CellTalk
44112	DMRT1	WNT5A	RYK	CellTalk
44113	DMRT1	WNT5A	ROR2	CellTalk
44114	DMRT1	WNT5A	PTPRK	CellTalk
44115	DMRT1	WNT5A	ADRB2	CellTalk
44116	DMRT1	WNT5A	FZD1	CellTalk
44117	DMRT1	WNT5A	FZD4	CellTalk
44118	DMRT1	WNT5A	FZD9	CellTalk
44119	DMRT1	WNT5A	FZD7	CellTalk
44120	DMRT1	WNT5A	FZD3	CellTalk
44121	DMRT1	WNT5A	FZD8	CellTalk
44122	DMRT1	WNT5A	FZD2	CellTalk
44123	DMRT1	WNT5A	ANTXR1	CellTalk
44124	DMRT1	WNT5A	FZD6	CellTalk
44125	DMRT1	WNT5A	LRP6	CellTalk
44126	DMRT1	WNT5A	LRP2	CellTalk
44127	DMRT1	WNT5A	MCAM	CellTalk
44128	DMRT1	FZD2	LRP5	CellChat
44129	DMRT1	FZD2	LRP6	CellChat
44130	DMRT1	RSPO3	LGR6	CellTalk
44131	DMRT1	RSPO3	LGR4	CellTalk
44132	DMRT1	RSPO3	SDC4	CellTalk
44133	DMRT1	RSPO3	FZD8	CellTalk
44134	DMRT1	RSPO3	LRP6	CellTalk
44135	DMRT1	RSPO3	LGR5	CellTalk
44136	DMRT1	NRP1	NRP2	CellChat
44137	DMRT1	NRP1	PLXNA1	CellChat
44138	DMRT1	NRP1	PLXNA2	CellChat
44139	DMRT1	NRP1	PLXNA3	CellChat
44140	DMRT1	NRP1	PLXNA4	CellChat
44141	DMRT1	COL4A1	ITGB1	CellTalk
44142	DMRT1	COL4A1	ITGB8	CellTalk
44143	DMRT1	COL4A1	CD93	CellTalk
44144	DMRT1	COL4A1	ITGAV	CellTalk
44145	DMRT1	COL4A1	ITGA1	CellTalk
44146	DMRT1	COL4A1	ITGA2	CellTalk
44147	DMRT1	COL4A1	CD47	CellTalk
44148	DMRT1	PROK2	PROKR1	CellTalk
44149	DMRT1	PROK2	PROKR2	CellTalk
44150	DMRT1	SEMA3F	PLXNA3	CellTalk
44151	DMRT1	SEMA3F	PLXNA1	CellTalk
44152	DMRT1	SEMA3F	NRP1	CellTalk
44153	DMRT1	SEMA3F	NRP2	CellTalk
44154	DMRT1	GDF10	ACVR1B	CellTalk
44155	DMRT1	GAS6	TYRO3	CellTalk
44156	DMRT1	GAS6	MERTK	CellTalk
